genome_record_id	sample_id	biosample_accession	assembly_accession	run_accession	country_iso3	country_name	collection_date_raw	date_lower	date_upper	year	month	quarter	date_resolution	date_month_or_quarter	project_id	project_id_source	source_dataset	source_role	model_denominator_role	genome_candidate	genome_qc_status	genome_observation_eligible	sampling_process_observed	sequencing_success	ct_value	specimen_type	preliminary_lineage_id	lineage_definition_status	published_branch	published_lineage	published_sublineage	ptxP_label	fim3_label	marker_23s_status	duplicate_of_focal	duplicate_group_size	data_freeze_date	provenance_note	local_fasta_path	total_sequence_length	gc_percent	n_contigs	contig_n50	catalog_qc_status	continent	sequence_acquisition	year_numeric	lineage_stratum	time_stratum	rank_hash	selection_reason	tree_role	background_replicate
CHN::SAMN39683154	SRS20312620	SAMN39683154	RRASM_SRR27796276	SRR27796276	CHN	China		2023-01-01	2023-12-31	2023			year	False	PRJNA1071282	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2023.0	ptxP1/fim3-1	2023	87594c63dd0e6042e95bf1d5296ea9b995fa225227ddafd4cbbc2851c90e5da4	modern_country_time_project_lineage_cap8	focal	
AUS::SAMN45810590		SAMN45810590		SRR31743891	AUS	Australia	2024-09	2024-09-01	2024-09-30	2024	9	3	month	True	PRJNA1199062	ena_study_accession	australia_fong_2026_direct_specimens	focal_model_observation	focal_genome_observation	True		True													False	1	2026-07-24								Oceania	ena_fastq_download	2024.0	ptxP3/fim3-2	2024-09	87774d19336e84fcf3384469efdf0deb208882dde112fbf6aabe1862e3b08c09	modern_country_time_project_lineage_cap8	focal	
AUS::SAMN45810598		SAMN45810598		SRR31743818	AUS	Australia	2024-08	2024-08-01	2024-08-31	2024	8	3	month	True	PRJNA1199062	ena_study_accession	australia_fong_2026_direct_specimens	focal_model_observation	focal_genome_observation	True		True													False	1	2026-07-24								Oceania	ena_fastq_download	2024.0	ptxP3/fim3-2	2024-08	88766605992cc04e44212bfbae727743b0701406309641d546a3c3c07676d920	modern_country_time_project_lineage_cap8	focal	
BEL::SAMEA117989521	SAMEA117989521	SAMEA117989521		ERR14837917	BEL	Belgium	2020-04-07	2020-04-07	2020-04-07	2020	4	2	day	True	PRJEB88325	ena_study_accession	targeted_belgium_france_public_inventory	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	True	True			ptxP3/fim3-1	pending_new_phylogeny	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	project_member_414_of_416_linked_identity_not_in_ENA_fields							Europe	ena_fastq_download	2020.0	ptxP3/fim3-1	2020-04	8906875cf57d3fd3acafadbab0f80095fcf40437fd08e1b6ff304f6231314e76	modern_country_time_project_lineage_cap8	focal	
JPN::SAMD00920276	SAMD00920276	SAMD00920276		DRR900582	JPN	Japan	2024	2024-01-01	2024-12-31	2024			year	False	PRJDB34249	ena_study_accession	japan_targeted_ena_projects	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	False	True				pending_new_phylogeny							False	1	2026-07-24	Targeted Japanese historical or recent public project.							Asia	ena_fastq_download	2024.0	UNKNOWN_LINEAGE	2024	890fa023e445b43e02f76249a013799b42d4ab34761819d3e022c8fc6655f7bd	modern_country_time_project_lineage_cap8	focal	
AUS::SAMN45810567		SAMN45810567		SRR31743917	AUS	Australia	2024-08	2024-08-01	2024-08-31	2024	8	3	month	True	PRJNA1199062	ena_study_accession	australia_fong_2026_direct_specimens	focal_model_observation	focal_genome_observation	True		True													False	1	2026-07-24								Oceania	ena_fastq_download	2024.0	ptxP3/fim3-2	2024-08	89c8ead4c71a8db6295b154da2058285d3a733fde708b7b07bda754d7347dd0e	modern_country_time_project_lineage_cap8	focal	
JPN::SAMD00920281	SAMD00920281	SAMD00920281		DRR900587	JPN	Japan	2025	2025-01-01	2025-12-31	2025			year	False	PRJDB34249	ena_study_accession	japan_targeted_ena_projects	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	False	True				pending_new_phylogeny							False	1	2026-07-24	Targeted Japanese historical or recent public project.							Asia	ena_fastq_download	2025.0	UNKNOWN_LINEAGE	2025	8a1301e1b38ee8e9eb38006fde42e13fdfb12f9996e43e81c41e77d3eb10b938	modern_country_time_project_lineage_cap8	focal	
FRA::SAMEA115874183	SAMEA115874183	SAMEA115874183		ERR13476592	FRA	France	2023	2023-01-01	2023-12-31	2023			year	False	PRJEB42353	ena_study_accession	targeted_belgium_france_public_inventory	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	False	True			ptxP3/fim3-2	pending_new_phylogeny	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	complete_67_of_67							Europe	ena_fastq_download	2023.0	ptxP3/fim3-2	2023	8a434e99edf9b9e3cd74eac44e0d70c12a4bd0029d8fa8eccae190527fe10a6f	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN45156020	SRS23447319	SAMN45156020	RRASM_SRR31615267	SRR31615267	CHN	China		2022-01-01	2022-12-31	2022			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2022.0	ptxP3/fim3-1	2022	8b8a6db2fe130719b936959ebcdf5c045efda6e67f4a600c5265d33fda3f3453	modern_country_time_project_lineage_cap8	focal	
BEL::SAMEA117989611	SAMEA117989611	SAMEA117989611		ERR14838007	BEL	Belgium	2023-12-22	2023-12-22	2023-12-22	2023	12	4	day	True	PRJEB88325	ena_study_accession	targeted_belgium_france_public_inventory	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	True	True			Europe sublineage 2	pending_new_phylogeny	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	project_member_414_of_416_linked_identity_not_in_ENA_fields							Europe	ena_fastq_download	2023.0	Europe sublineage 2	2023-12	8cb4c52395a5da1e1fd14df57b9ab8522e397eb2e6d117b5430cb42c57be2d5c	modern_country_time_project_lineage_cap8	focal	
AUS::SAMN45810606		SAMN45810606		SRR31743999	AUS	Australia	2024-09	2024-09-01	2024-09-30	2024	9	3	month	True	PRJNA1199062	ena_study_accession	australia_fong_2026_direct_specimens	focal_model_observation	focal_genome_observation	True		True													False	1	2026-07-24								Oceania	ena_fastq_download	2024.0	ptxP3/fim3-2	2024-09	8d92c80e5fdae60a283b7b0e7c2d9f72a93432c61c7c17f15f786ff640ccf0f6	modern_country_time_project_lineage_cap8	focal	
AUS::SAMN45810569		SAMN45810569		SRR31743915	AUS	Australia	2024-03	2024-03-01	2024-03-31	2024	3	1	month	True	PRJNA1199062	ena_study_accession	australia_fong_2026_direct_specimens	focal_model_observation	focal_genome_observation	True		False													False	1	2026-07-24								Oceania	ena_fastq_download	2024.0	ptxP1/fim3-26	2024-03	8dcea7d4b4a7c700f6741736547d6a70b8d5a0bbcfe66c542fa22bced5180f37	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN42391108	SAMN42391108	SAMN42391108	GCA_047323765	SRR31303451	CHN	China	2021-09-13	2021-09-13	2021-09-13	2021	9	3	day	True	PRJNA1133929	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MS	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2021.0	ptxP1/fim3-1	2021-09	8dfe6430d0eece9c1a05a6800706622b8e041ec9cf61d9748bfed6ca2ef465e2	modern_country_time_project_lineage_cap8	focal	
FRA::SAMEA115874185	SAMEA115874185	SAMEA115874185		ERR13476594	FRA	France	2023	2023-01-01	2023-12-31	2023			year	False	PRJEB42353	ena_study_accession	targeted_belgium_france_public_inventory	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	False	True			Europe sublineage 1	pending_new_phylogeny	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	complete_67_of_67							Europe	ena_fastq_download	2023.0	Europe sublineage 1	2023	8ff7ddb86f6357c15387c3152887c0a8e3b12632c3d391ee44bfa22dceeb1258	modern_country_time_project_lineage_cap8	focal	
AUS::SAMN45810554		SAMN45810554		SRR31743834	AUS	Australia	2024-07	2024-07-01	2024-07-31	2024	7	3	month	True	PRJNA1199062	ena_study_accession	australia_fong_2026_direct_specimens	focal_model_observation	focal_genome_observation	True		True													False	1	2026-07-24								Oceania	ena_fastq_download	2024.0	ptxP3/fim3-1	2024-07	90149aa32e2ea820215f96e1b578323c76122ee31341ff8958672e23eda94ccf	modern_country_time_project_lineage_cap8	focal	
AUS::SAMN45810645		SAMN45810645		SRR31743956	AUS	Australia	2024-10	2024-10-01	2024-10-31	2024	10	4	month	True	PRJNA1199062	ena_study_accession	australia_fong_2026_direct_specimens	focal_model_observation	focal_genome_observation	True		True													False	1	2026-07-24								Oceania	ena_fastq_download	2024.0	ptxP3/fim3-1	2024-10	912a080d7746cf1c0b11c540e3da5e8cfe33dd7605afa0e99b2dca3955a2a327	modern_country_time_project_lineage_cap8	focal	
FRA::SAMEA115874228	SAMEA115874228	SAMEA115874228		ERR13476637	FRA	France	2024	2024-01-01	2024-12-31	2024			year	False	PRJEB42353	ena_study_accession	targeted_belgium_france_public_inventory	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	False	True			Europe sublineage 1	pending_new_phylogeny	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	complete_67_of_67							Europe	ena_fastq_download	2024.0	Europe sublineage 1	2024	92cb842b9c4d293f5188b980cefd8a95a81ce22f9db0a0094061761f2b001cb4	modern_country_time_project_lineage_cap8	focal	
FRA::SAMEA115874212	SAMEA115874212	SAMEA115874212		ERR13476621	FRA	France	2024	2024-01-01	2024-12-31	2024			year	False	PRJEB42353	ena_study_accession	targeted_belgium_france_public_inventory	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	False	True			Europe sublineage 1	pending_new_phylogeny	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	complete_67_of_67							Europe	ena_fastq_download	2024.0	Europe sublineage 1	2024	93d3ab4d1e3e2c6f887b3d8e04a4fdef3dc6a0b7bd11992ddb83da1af25765d7	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN42391090	SAMN42391090	SAMN42391090	GCA_047324045	SRR31303423	CHN	China	2021-11-21	2021-11-21	2021-11-21	2021	11	4	day	True	PRJNA1133929	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MS	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2021.0	ptxP1/fim3-1	2021-11	93e2367077efcdae1189bc67095ca3c1bd21cb70053118725ba0a9f09bbf4b94	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN42391126	SAMN42391126	SAMN42391126	GCA_047323505	SRR31303453	CHN	China	2022-05-08	2022-05-08	2022-05-08	2022	5	2	day	True	PRJNA1133929	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MS	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2022.0	ptxP3/fim3-1	2022-05	941abfa60cbb4bbd97e3d81ff664d50b16beb9b7bcb2ea3cadc889a42c273641	modern_country_time_project_lineage_cap8	focal	
FRA::SAMEA115874217	SAMEA115874217	SAMEA115874217		ERR13476626	FRA	France	2024	2024-01-01	2024-12-31	2024			year	False	PRJEB42353	ena_study_accession	targeted_belgium_france_public_inventory	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	False	True			MS-MT28	pending_new_phylogeny	Branch_IIb	ptxP3/fim3-1	MS-MT28	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	complete_67_of_67							Europe	ena_fastq_download	2024.0	MS-MT28	2024	94250a9069781f433b2da5ae959094366ba3f66474b5f8bda6d5f579b8e5aca1	modern_country_time_project_lineage_cap8	focal	
AUS::SAMN45810562		SAMN45810562		SRR31743825	AUS	Australia	2024-07	2024-07-01	2024-07-31	2024	7	3	month	True	PRJNA1199062	ena_study_accession	australia_fong_2026_direct_specimens	focal_model_observation	focal_genome_observation	True		True													False	1	2026-07-24								Oceania	ena_fastq_download	2024.0	ptxP3/fim3-2	2024-07	94f45b59d97a774c9b5cfa3e607bfde446cf02a011c5c5dfbe7611f536d4b3d2	modern_country_time_project_lineage_cap8	focal	
JPN::SAMD01593369	SAMD01593369	SAMD01593369	GCA_055387325	DRR707961	JPN	Japan	2024-09-12	2024-09-12	2024-09-12	2024	9	3	day	True	PRJDB35593	ena_study_accession	japan_targeted_ena_projects;current_2406_archive	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	False	True			ptxP3	pending_new_phylogeny				ptxP3		MS	False	3	2026-07-24	Targeted Japanese historical or recent public project. | Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.		4110572	67.5	1	4110572	ok	Asia	local_fasta	2024.0	ptxP3	2024-09	9580aab1ca82763dd388aaa9953979e98c44c0a3c19f1c9d63be35971287cd7c	modern_country_time_project_lineage_cap8	focal	
BEL::SAMEA117989605	SAMEA117989605	SAMEA117989605		ERR14838001	BEL	Belgium	2023-12-14	2023-12-14	2023-12-14	2023	12	4	day	True	PRJEB88325	ena_study_accession	targeted_belgium_france_public_inventory	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	True	True			Europe sublineage 1	pending_new_phylogeny	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	project_member_414_of_416_linked_identity_not_in_ENA_fields							Europe	ena_fastq_download	2023.0	Europe sublineage 1	2023-12	962a367de86635cd8861b292afc043ea463b606e9dcebb1e6870ce0203773b09	modern_country_time_project_lineage_cap8	focal	
AUS::SAMN45811367		SAMN45811367		SRR31743880	AUS	Australia	2024-07	2024-07-01	2024-07-31	2024	7	3	month	True	PRJNA1199062	ena_study_accession	australia_fong_2026_direct_specimens	focal_model_observation	focal_genome_observation	True		True													False	1	2026-07-24								Oceania	ena_fastq_download	2024.0	ptxP3/fim3-1	2024-07	96cced60ea6ab77538c9c48fbe09e46f375c8fae0cec3881ab743da4a5e60829	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN43024027	SAMN43024027	SAMN43024027	GCA_042610755		CHN	China	2024-06-03	2024-06-03	2024-06-03	2024	6	2	day	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2024.0	UNKNOWN_LINEAGE	2024-06	9770c54f8825d3eae9f742ef7b5db9926d04ebc9ff38bc172bd1cea408ae13dc	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN50152052	SAMN50152052	SAMN50152052	GCA_053472565		CHN	China	2023	2023-01-01	2023-12-31	2023			year	False	PRJNA1295129	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2023.0	UNKNOWN_LINEAGE	2023	977911f59647ebabf7b315712852db655bbc36d60904d1de71a8dc2e66ae1ee3	modern_country_time_project_lineage_cap8	focal	
JPN::SAMD00570813	SAMD00570813	SAMD00570813	GCA_055380295	DRR428489	JPN	Japan	2020	2020-01-01	2020-12-31	2020			year	False	PRJDB7578	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	MS	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.		4096410	67.5	1	4096410	ok	Asia	local_fasta	2020.0	ptxP3/fim3-1	2020	978a8d48c15064b54be2e121b2969c203c87d7f0d08a8dc75c2f5c1f51d09cb3	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN39683369	SRS20312716	SAMN39683369	RRASM_SRR27796182	SRR27796182	CHN	China		2022-01-01	2022-12-31	2022			year	False	PRJNA1071282	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-PG2	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2022.0	ptxP3/fim3-1	2022	978e95c2af5ac9a1644a9d18e5c5b05a4ce87eb44a4d9f1dfe96a1430da70b0e	modern_country_time_project_lineage_cap8	focal	
BEL::SAMEA117989558	SAMEA117989558	SAMEA117989558		ERR14837954	BEL	Belgium	2023-08-21	2023-08-21	2023-08-21	2023	8	3	day	True	PRJEB88325	ena_study_accession	targeted_belgium_france_public_inventory	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	True	True			Europe sublineage 1	pending_new_phylogeny	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	project_member_414_of_416_linked_identity_not_in_ENA_fields							Europe	ena_fastq_download	2023.0	Europe sublineage 1	2023-08	97abdcda9ed5024e39f8100217bce8f5d62fb0037293a52a455c167435848dda	modern_country_time_project_lineage_cap8	focal	
BEL::SAMEA117989617	SAMEA117989617	SAMEA117989617		ERR14838013	BEL	Belgium	2023-12-31	2023-12-31	2023-12-31	2023	12	4	day	True	PRJEB88325	ena_study_accession	targeted_belgium_france_public_inventory	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	True	True			Europe sublineage 1	pending_new_phylogeny	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	project_member_414_of_416_linked_identity_not_in_ENA_fields							Europe	ena_fastq_download	2023.0	Europe sublineage 1	2023-12	99d7b36ebe5e54fa5043b95d0c45412e2e16b85eef76937df62ff26e2c752c3f	modern_country_time_project_lineage_cap8	focal	
JPN::SAMD01697921	SAMD01697921	SAMD01697921		DRR902061	JPN	Japan	2025-03-31	2025-03-31	2025-03-31	2025	3	1	day	True	PRJDB37898	ena_study_accession	japan_targeted_ena_projects	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	False	True				pending_new_phylogeny							False	1	2026-07-24	Targeted Japanese historical or recent public project.							Asia	ena_fastq_download	2025.0	UNKNOWN_LINEAGE	2025-03	9a2679b1041255bace7bb16e9575a4dd1ac1154468d3078757bbb5ef761ed51e	modern_country_time_project_lineage_cap8	focal	
JPN::SAMD00920274	SAMD00920274	SAMD00920274		DRR900580	JPN	Japan	2024	2024-01-01	2024-12-31	2024			year	False	PRJDB34249	ena_study_accession	japan_targeted_ena_projects	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	False	True				pending_new_phylogeny							False	1	2026-07-24	Targeted Japanese historical or recent public project.							Asia	ena_fastq_download	2024.0	UNKNOWN_LINEAGE	2024	9afde71ae5a6c6b7defa1718094aaf7e5eee1e537f8db1be7abf8d1cf8e77f9c	modern_country_time_project_lineage_cap8	focal	
AUS::SAMN45810611		SAMN45810611		SRR31743993	AUS	Australia	2024-09	2024-09-01	2024-09-30	2024	9	3	month	True	PRJNA1199062	ena_study_accession	australia_fong_2026_direct_specimens	focal_model_observation	focal_genome_observation	True		True													False	1	2026-07-24								Oceania	ena_fastq_download	2024.0	ptxP1/fim3-26	2024-09	9b2298bd4d3718b036808c97142181702dcd9aed17178e5e78fc6036f21d7f6a	modern_country_time_project_lineage_cap8	focal	
JPN::SAMD01697909	SAMD01697909	SAMD01697909		DRR902049	JPN	Japan	2025-05-26	2025-05-26	2025-05-26	2025	5	2	day	True	PRJDB37898	ena_study_accession	japan_targeted_ena_projects	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	False	True				pending_new_phylogeny							False	1	2026-07-24	Targeted Japanese historical or recent public project.							Asia	ena_fastq_download	2025.0	UNKNOWN_LINEAGE	2025-05	9c3c7f458935885e09e74df394bd972506ccb05bf647fa6573f6e60c27ffb789	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN44583822	SAMN44583822	SAMN44583822	GCA_050978345		CHN	China	2023-06-08	2023-06-08	2023-06-08	2023	6	2	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2023.0	UNKNOWN_LINEAGE	2023-06	9d6bf3244f38389387f7c4df5ba67e5080cec6861360e539fbb80358e5cf4481	modern_country_time_project_lineage_cap8	focal	
JPN::SAMD01697922	SAMD01697922	SAMD01697922		DRR902062	JPN	Japan	2025-03-31	2025-03-31	2025-03-31	2025	3	1	day	True	PRJDB37898	ena_study_accession	japan_targeted_ena_projects	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	False	True				pending_new_phylogeny							False	1	2026-07-24	Targeted Japanese historical or recent public project.							Asia	ena_fastq_download	2025.0	UNKNOWN_LINEAGE	2025-03	9d7939c09a7d8a30ef49112a5df819dc0c88c433c892bfa734268a936aa96249	modern_country_time_project_lineage_cap8	focal	
AUS::SAMN45810508		SAMN45810508		SRR31743903	AUS	Australia	2020-01	2020-01-01	2020-01-31	2020	1	1	month	True	PRJNA1199062	ena_study_accession	australia_fong_2026_direct_specimens	focal_model_observation	focal_genome_observation	True		True													False	1	2026-07-24								Oceania	ena_fastq_download	2020.0	ptxP3/fim3-1	2020-01	9e335445c908b59ec340148518a717bb3462c55d5d9357e5c6840232ed1da1aa	modern_country_time_project_lineage_cap8	focal	
JPN::SAMD01697907	SAMD01697907	SAMD01697907	RRASM_DRR902047	DRR902047	JPN	Japan	2025-05-26	2025-05-26	2025-05-26	2025	5	2	day	True	PRJDB37898	ena_study_accession	japan_targeted_ena_projects;current_2406_archive	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	False	True				pending_new_phylogeny							False	2	2026-07-24	Targeted Japanese historical or recent public project. | Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2025.0	UNKNOWN_LINEAGE	2025-05	9eb4735c7ae79ebbeae86581fa4f28188b4f7e7573f98d9232e3ce7274c85fb0	modern_country_time_project_lineage_cap8	focal	
BEL::SAMEA117989580	SAMEA117989580	SAMEA117989580		ERR14837976	BEL	Belgium	2023-10-13	2023-10-13	2023-10-13	2023	10	4	day	True	PRJEB88325	ena_study_accession	targeted_belgium_france_public_inventory	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	True	True			Europe sublineage 2	pending_new_phylogeny	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	project_member_414_of_416_linked_identity_not_in_ENA_fields							Europe	ena_fastq_download	2023.0	Europe sublineage 2	2023-10	9f0effa00be22c8887e328e9e1fef4cab4b2e60d9a3c639ada0c6edf182d01c4	modern_country_time_project_lineage_cap8	focal	
AUS::SAMN45811369		SAMN45811369		SRR31743869	AUS	Australia	2024-07	2024-07-01	2024-07-31	2024	7	3	month	True	PRJNA1199062	ena_study_accession	australia_fong_2026_direct_specimens	focal_model_observation	focal_genome_observation	True		True													False	1	2026-07-24								Oceania	ena_fastq_download	2024.0	ptxP3/fim3-2	2024-07	9fa5b5f3b6cd062d904a8870e222d2fcc6517461646ba646508f41b19e868b65	modern_country_time_project_lineage_cap8	focal	
AUS::SAMN45810557		SAMN45810557		SRR31743831	AUS	Australia	2024-07	2024-07-01	2024-07-31	2024	7	3	month	True	PRJNA1199062	ena_study_accession	australia_fong_2026_direct_specimens	focal_model_observation	focal_genome_observation	True		True													False	1	2026-07-24								Oceania	ena_fastq_download	2024.0	ptxP3/fim3-2	2024-07	a0bb31da8dc8a3fbcf6524812ec47b2f560ba507f97ee91238014a4a557cac96	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN44583825	SAMN44583825	SAMN44583825	GCA_050978285		CHN	China	2023-06-23	2023-06-23	2023-06-23	2023	6	2	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2023.0	UNKNOWN_LINEAGE	2023-06	a112c1011ae4a217e6a5bee7aed9ecc407042f67a4eee528aa7084d0af917869	modern_country_time_project_lineage_cap8	focal	
BEL::SAMEA117989516	SAMEA117989516	SAMEA117989516		ERR14837912	BEL	Belgium	2020-03-13	2020-03-13	2020-03-13	2020	3	1	day	True	PRJEB88325	ena_study_accession	targeted_belgium_france_public_inventory	focal_model_observation	focal_genome_observation	True	public_raw_reads_pending_uniform_qc	True	True	True			ptxP3/fim3-2	pending_new_phylogeny	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	project_member_414_of_416_linked_identity_not_in_ENA_fields							Europe	ena_fastq_download	2020.0	ptxP3/fim3-2	2020-03	a1bc51eac2ba81bbcfcb84035993057ad67286b70b09752b6a882e56d4042d50	modern_country_time_project_lineage_cap8	focal	
CHN::SAMN42391120	SAMN42391120	SAMN42391120	GCA_047323565	SRR31303459	CHN	China	2022-03-27	2022-03-27	2022-03-27	2022	3	1	day	True	PRJNA1133929	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MS	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.						ok	Asia	local_fasta	2022.0	ptxP1/fim3-1	2022-03	a29c0337f6039aaa5b7b49d99edb72aaf8e04711527a46f88ed28196e341dba7	modern_country_time_project_lineage_cap8	focal	
