tree_sample_id	genome_record_id	tree_role	selection_reason	background_replicate	country_iso3	country_name	continent	date_lower	date_upper	date_resolution	year	month	project_id	preliminary_lineage_id	lineage_definition_status	sample_id	biosample_accession	assembly_accession	run_accession	sequence_acquisition	local_fasta_path	fastq_r1	fastq_r2	sequence_input_path	total_sequence_length	gc_percent	n_contigs	contig_n50	catalog_qc_status	uniform_qc_status	tree_include	data_freeze_date	fastq_ftp	fastq_bytes	library_layout	read_count	base_count	study_accession	sample_accession	collection_date	country	fastq_ftp_list	fastq_bytes_list	fastq_total_bytes	source_resolution_status	status	r1_path	r2_path	paired_records	qc_input_type	observed_length	observed_gc_percent	observed_n_fraction	observed_contigs	observed_n50	read_q30_min	uniform_qc_reason	tree_include_after_uniform_qc
ITA__SAMEA8914539	BG::SAMEA8914539	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	ITA	Italy	Europe	2014-01-01	2014-12-31	year	2014			ptxP1/fim3-1	published_background_annotation_not_model_lineage	SAMEA8914539-ERR6097540	SAMEA8914539		ERR6097540	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/000/ERR6097540/ERR6097540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/000/ERR6097540/ERR6097540_2.fastq.gz	97556186;115235829	PAIRED	1052478	254839760	PRJEB45681	SAMEA8914539	2014	Italy	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/000/ERR6097540/ERR6097540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/000/ERR6097540/ERR6097540_2.fastq.gz	97556186;115235829	212792015	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.595941		True
ITA__SAMEA8914541	BG::SAMEA8914541	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	ITA	Italy	Europe	2014-01-01	2014-12-31	year	2014			ptxP3/fim3-1	published_background_annotation_not_model_lineage	SAMEA8914541-ERR6097542	SAMEA8914541		ERR6097542	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/002/ERR6097542/ERR6097542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/002/ERR6097542/ERR6097542_2.fastq.gz	105725489;123796243	PAIRED	1119450	274915441	PRJEB45681	SAMEA8914541	2014	Italy	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/002/ERR6097542/ERR6097542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/002/ERR6097542/ERR6097542_2.fastq.gz	105725489;123796243	229521732	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.602154		True
ITA__SAMN03784877	BG::SAMN03784877	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	ITA	Italy	Europe	2014-01-01	2014-12-31	year	2014			ptxP3/fim3-1	published_background_annotation_not_model_lineage	SAMN03784877-GCA_001187405.1	SAMN03784877	GCA_001187405		ncbi_assembly_download					3876671	68	322	20184	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3876671	67.76933095431622	0.00033327563778303603	299	20184			True
ITA__SAMEA8914518	BG::SAMEA8914518	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	ITA	Italy	Europe	2015-01-01	2015-12-31	year	2015			ptxP3/fim3-2	published_background_annotation_not_model_lineage	SAMEA8914518-ERR6097519	SAMEA8914518		ERR6097519	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3871790	67.77593826111436	0.0	364	19623			True
ITA__SAMEA8914529	BG::SAMEA8914529	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	ITA	Italy	Europe	2016-01-01	2016-12-31	year	2016			ptxP3/fim3-1	published_background_annotation_not_model_lineage	SAMEA8914529-ERR6097530	SAMEA8914529		ERR6097530	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/000/ERR6097530/ERR6097530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/000/ERR6097530/ERR6097530_2.fastq.gz	127575010;148997259	PAIRED	1404624	336840659	PRJEB45681	SAMEA8914529	2016	Italy	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/000/ERR6097530/ERR6097530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/000/ERR6097530/ERR6097530_2.fastq.gz	127575010;148997259	276572269	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.638738		True
ITA__SAMEA8914531	BG::SAMEA8914531	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	ITA	Italy	Europe	2016-01-01	2016-12-31	year	2016			ptxP3/fim3-1	published_background_annotation_not_model_lineage	SAMEA8914531-ERR6097532	SAMEA8914531		ERR6097532	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/002/ERR6097532/ERR6097532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/002/ERR6097532/ERR6097532_2.fastq.gz	127503060;144237584	PAIRED	1342868	329532274	PRJEB45681	SAMEA8914531	2016	Italy	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/002/ERR6097532/ERR6097532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/002/ERR6097532/ERR6097532_2.fastq.gz	127503060;144237584	271740644	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.632361		True
KEN__SAMEA1931721	BG::SAMEA1931721	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	KEN	Kenya	Africa	1975-01-01	1975-12-31	year	1975			ptxP1/fim3-1	published_background_annotation_not_model_lineage	SAMEA1931721-GCA_001209985.1	SAMEA1931721	GCA_001209985		ncbi_assembly_download									ok	FAIL_ASSEMBLY_QC	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3704719	67.00869890536907	0.008916735655254825	830	7515		contigs	False
KEN__SAMEA1931748	BG::SAMEA1931748	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	KEN	Kenya	Africa	1975-01-01	1975-12-31	year	1975			others	published_background_annotation_not_model_lineage	SAMEA1931748-ERR361832	SAMEA1931748	GCA_001331155.1	ERR361832	ncbi_assembly_download					3846507	68	407	14809	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3846507	67.80362027158667	0.0018047542874613254	295	19484			True
KEN__SAMEA1931868	BG::SAMEA1931868	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	KEN	Kenya	Africa	1975-01-01	1975-12-31	year	1975			others	published_background_annotation_not_model_lineage	SAMEA1931868-GCA_001208185.1	SAMEA1931868	GCA_001208185		ncbi_assembly_download									ok	FAIL_ASSEMBLY_QC	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3767353	67.33035104488484	0.00554022943960919	719	8821		contigs	False
KEN__SAMEA1933007	BG::SAMEA1933007	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	KEN	Kenya	Africa	1975-01-01	1975-12-31	year	1975			ptxP1/fim3-1	published_background_annotation_not_model_lineage	SAMEA1933007-ERR361840	SAMEA1933007	GCA_001331255.1	ERR361840	ncbi_assembly_download					3776414	68	771	8665	ok	FAIL_ASSEMBLY_QC	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3776414	67.33729405727232	0.006356294622358672	595	11023		contigs	False
MEX__SAMN07362432	BG::SAMN07362432	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	MEX	Mexico	North_America	2008-01-01	2008-12-31	year	2008			ptxP3/fim3-2	published_background_annotation_not_model_lineage	SAMN07362432-SRR5858783	SAMN07362432	GCA_002406875.1	SRR5858783	ncbi_assembly_download					3868965	68	341	19559	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3868965	67.8297942731454	0.0	341	19559			True
MEX__SAMN07362433	BG::SAMN07362433	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	MEX	Mexico	North_America	2009-01-01	2009-12-31	year	2009			ptxP3/fim3-2	published_background_annotation_not_model_lineage	SAMN07362433-SRR5858782	SAMN07362433	GCA_002406865.1	SRR5858782	ncbi_assembly_download					3884116	68	317	19430	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3884116	67.76924273116457	0.0	317	19430			True
MEX__SAMN07362434	BG::SAMN07362434	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	MEX	Mexico	North_America	2012-01-01	2012-12-31	year	2012			ptxP3/fim3-1	published_background_annotation_not_model_lineage	SAMN07362434-SRR5858785	SAMN07362434	GCA_002406825.1	SRR5858785	ncbi_assembly_download					3839894	68	301	19284	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3839894	67.8562741575679	0.0	301	19284			True
MEX__SAMN07362435	BG::SAMN07362435	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	MEX	Mexico	North_America	2014-01-01	2014-12-31	year	2014			ptxP3/fim3-1	published_background_annotation_not_model_lineage	SAMN07362435-SRR5858784	SAMN07362435	GCA_002406835.1	SRR5858784	ncbi_assembly_download					3868470	68	297	20332	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3868470	67.79090958440933	0.0	297	20332			True
NLD__SAMEA1933004	BG::SAMEA1933004	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NLD	Netherlands	Europe	1949-01-01	1949-12-31	year	1949			ptxP1/fim3-1	published_background_annotation_not_model_lineage	SAMEA1933004-ERR361825	SAMEA1933004	GCA_001195625.1	ERR361825	ncbi_assembly_download					3750288	67.5	1085	6586	ok	FAIL_ASSEMBLY_QC	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3750288	66.61901699282828	0.014557815293118823	717	8978		contigs	False
NLD__SAMEA1931344	BG::SAMEA1931344	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NLD	Netherlands	Europe	1950-01-01	1950-12-31	year	1950			others	published_background_annotation_not_model_lineage	SAMEA1931344-GCA_001330995.1	SAMEA1931344	GCA_001330995	ERR361831	ncbi_assembly_download					3709730	67.5	1176	5880	ok	FAIL_ASSEMBLY_QC	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3709730	66.74658263539395	0.011933213468365622	852	7429		contigs	False
NLD__SAMEA1931350	BG::SAMEA1931350	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NLD	Netherlands	Europe	1965-01-01	1965-12-31	year	1965			ptxP1/fim3-1	published_background_annotation_not_model_lineage	SAMEA1931350-GCA_001202695.1	SAMEA1931350	GCA_001202695	ERR361857	ncbi_assembly_download					3656794	67.5	1165	5907	ok	FAIL_ASSEMBLY_QC	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3656794	66.91897328643616	0.009478521349575612	950	6424		contigs	False
NLD__SAMEA751360	BG::SAMEA751360	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NLD	Netherlands	Europe	1977-01-01	1977-12-31	year	1977			others	published_background_annotation_not_model_lineage	SAMEA751360-ERR031099	SAMEA751360	GCA_001332535.1	ERR031099	ncbi_assembly_download					3846818	68	340	18117	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3846818	67.9155863365514	0.00014713459279851556	327	18869			True
NLD__SAMN03566780	BG::SAMN03566780	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NLD	Netherlands	Europe	1999-01-01	1999-12-31	year	1999			ptxP3/fim3-2	published_background_annotation_not_model_lineage	SAMN03566780-GCA_001307585.1	SAMN03566780	GCA_001307585		ncbi_assembly_download					4108472	67.5	1	4108472	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4108472	67.70512248836063	0.0	1	4108472			True
NLD__SAMN03566781	BG::SAMN03566781	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NLD	Netherlands	Europe	1999-01-01	1999-12-31	year	1999			ptxP3/fim3-2	published_background_annotation_not_model_lineage	SAMN03566781-GCA_001307605.1	SAMN03566781	GCA_001307605		ncbi_assembly_download					4105363	67.5	1	4105363	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4105363	67.70758152202376	0.0	1	4105363			True
NLD__SAMEA2015299	BG::SAMEA2015299	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NLD	Netherlands	Europe	2000-01-01	2000-12-31	year	2000			ptxP1/fim3-1	published_background_annotation_not_model_lineage	SAMEA2015299-ERR361867	SAMEA2015299	GCA_001196395.1	ERR361867	ncbi_assembly_download					3716652	67.5	929	6915	ok	FAIL_ASSEMBLY_QC	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3716652	67.10655181060804	0.008265503469251359	723	8200		contigs	False
NLD__SAMEA1931798	BG::SAMEA1931798	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NLD	Netherlands	Europe	2001-01-01	2001-12-31	year	2001			ptxP3/fim3-2	published_background_annotation_not_model_lineage	SAMEA1931798-GCA_001196005.1	SAMEA1931798	GCA_001196005	ERR361833	ncbi_assembly_download					3706483	67.5	1022	6500	ok	FAIL_ASSEMBLY_QC	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3706483	67.33072834814027	0.0047654339706940515	864	7499		contigs	False
NLD__SAMN03566785	BG::SAMN03566785	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NLD	Netherlands	Europe	2010-01-01	2010-12-31	year	2010			ptxP3/fim3-1	published_background_annotation_not_model_lineage	SAMN03566785-GCA_001307685.1	SAMN03566785	GCA_001307685		ncbi_assembly_download					4110990	67.5	1	4110990	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4110990	67.70194040851474	0.0	1	4110990			True
NLD__SAMN03566787	BG::SAMN03566787	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NLD	Netherlands	Europe	2012-01-01	2012-12-31	year	2012			ptxP3/fim3-1	published_background_annotation_not_model_lineage	SAMN03566787-GCA_001307725.1	SAMN03566787	GCA_001307725		ncbi_assembly_download					4109548	67.5	1	4109548	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4109548	67.70367446736235	0.0	1	4109548			True
NLD__SAMEA8914547	BG::SAMEA8914547	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NLD	Netherlands	Europe	2014-01-01	2014-12-31	year	2014			ptxP3/fim3-2	published_background_annotation_not_model_lineage	SAMEA8914547-ERR6096390	SAMEA8914547		ERR6096390	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/000/ERR6096390/ERR6096390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/000/ERR6096390/ERR6096390_2.fastq.gz	124467003;143457219	PAIRED	1433532	358383000	PRJEB45681	SAMEA8914547	2014	Netherlands	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/000/ERR6096390/ERR6096390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/000/ERR6096390/ERR6096390_2.fastq.gz	124467003;143457219	267924222	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.766858		True
NLD__SAMEA8914554	BG::SAMEA8914554	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NLD	Netherlands	Europe	2014-01-01	2014-12-31	year	2014			ptxP3/fim3-2	published_background_annotation_not_model_lineage	SAMEA8914554-ERR6096397	SAMEA8914554		ERR6096397	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/007/ERR6096397/ERR6096397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/007/ERR6096397/ERR6096397_2.fastq.gz	321905100;329070142	PAIRED	7625074	762507400	PRJEB45681	SAMEA8914554	2014	Netherlands	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/007/ERR6096397/ERR6096397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/007/ERR6096397/ERR6096397_2.fastq.gz	321905100;329070142	650975242	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.881251		True
NLD__SAMEA8914556	BG::SAMEA8914556	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NLD	Netherlands	Europe	2015-01-01	2015-12-31	year	2015			ptxP3/fim3-1	published_background_annotation_not_model_lineage	SAMEA8914556-ERR6096399	SAMEA8914556		ERR6096399	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/009/ERR6096399/ERR6096399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/009/ERR6096399/ERR6096399_2.fastq.gz	197753375;242116320	PAIRED	2410748	602687000	PRJEB45681	SAMEA8914556	2015	Netherlands	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/009/ERR6096399/ERR6096399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/009/ERR6096399/ERR6096399_2.fastq.gz	197753375;242116320	439869695	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.738327		True
NLD__SAMEA8914562	BG::SAMEA8914562	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NLD	Netherlands	Europe	2015-01-01	2015-12-31	year	2015			ptxP3/fim3-2	published_background_annotation_not_model_lineage	SAMEA8914562-ERR6096405	SAMEA8914562		ERR6096405	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3874817	67.7888529961544	0.0	330	23051			True
NLD__SAMEA8914566	BG::SAMEA8914566	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NLD	Netherlands	Europe	2016-01-01	2016-12-31	year	2016			ptxP3/fim3-1	published_background_annotation_not_model_lineage	SAMEA8914566-ERR6096409	SAMEA8914566		ERR6096409	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/009/ERR6096409/ERR6096409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/009/ERR6096409/ERR6096409_2.fastq.gz	229677948;245838545	PAIRED	2557878	639469500	PRJEB45681	SAMEA8914566	2016	Netherlands	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/009/ERR6096409/ERR6096409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/009/ERR6096409/ERR6096409_2.fastq.gz	229677948;245838545	475516493	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.828762		True
NLD__SAMEA8914568	BG::SAMEA8914568	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NLD	Netherlands	Europe	2016-01-01	2016-12-31	year	2016			ptxP3/fim3-2	published_background_annotation_not_model_lineage	SAMEA8914568-ERR6096411	SAMEA8914568		ERR6096411	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/001/ERR6096411/ERR6096411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/001/ERR6096411/ERR6096411_2.fastq.gz	147756307;173772693	PAIRED	1898228	474557000	PRJEB45681	SAMEA8914568	2016	Netherlands	ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/001/ERR6096411/ERR6096411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR609/001/ERR6096411/ERR6096411_2.fastq.gz	147756307;173772693	321529000	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.843643		True
NOR__SAMEA10057869	BG::SAMEA10057869	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	1996-01-01	1996-12-31	year	1996			ptxP3/fim3-1	published_background_annotation_not_model_lineage	SAMEA10057869-ERR6722665	SAMEA10057869		ERR6722665	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/005/ERR6722665/ERR6722665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/005/ERR6722665/ERR6722665_2.fastq.gz	190318605;217875693	PAIRED	1833842	521430221	PRJEB47526	SAMEA10057869	1996-12-04	Norway	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/005/ERR6722665/ERR6722665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/005/ERR6722665/ERR6722665_2.fastq.gz	190318605;217875693	408194298	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.49208		True
NOR__SAMEA10057881	BG::SAMEA10057881	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	1997-01-01	1997-12-31	year	1997			ptxP1/fim3-1	published_background_annotation_not_model_lineage	SAMEA10057881-ERR6722677	SAMEA10057881		ERR6722677	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3874420	67.78090656149824	0.0	334	22585			True
NOR__SAMEA10057882	BG::SAMEA10057882	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	1997-01-01	1997-12-31	year	1997			ptxP1/fim3-1	published_background_annotation_not_model_lineage	SAMEA10057882-ERR6722678	SAMEA10057882		ERR6722678	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/008/ERR6722678/ERR6722678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/008/ERR6722678/ERR6722678_2.fastq.gz	210460061;260937924	PAIRED	2182484	633175174	PRJEB47526	SAMEA10057882	1997-09-08	Norway	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/008/ERR6722678/ERR6722678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/008/ERR6722678/ERR6722678_2.fastq.gz	210460061;260937924	471397985	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.670881		True
NOR__SAMEA10057895	BG::SAMEA10057895	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	1998-01-01	1998-12-31	year	1998			ptxP3/fim3-2	published_background_annotation_not_model_lineage	SAMEA10057895-ERR6722691	SAMEA10057895		ERR6722691	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3871698	67.76923200104967	0.0	335	22532			True
NOR__SAMEA10057896	BG::SAMEA10057896	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	1999-01-01	1999-12-31	year	1999			ptxP3/fim3-2	published_background_annotation_not_model_lineage	SAMEA10057896-ERR6722692	SAMEA10057896		ERR6722692	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3885325	67.71585388609705	0.0	353	22091			True
NOR__SAMEA10057903	BG::SAMEA10057903	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	1999-01-01	1999-12-31	year	1999			ptxP3/fim3-1	published_background_annotation_not_model_lineage	SAMEA10057903-ERR6722699	SAMEA10057903		ERR6722699	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/009/ERR6722699/ERR6722699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/009/ERR6722699/ERR6722699_2.fastq.gz	236418483;282118197	PAIRED	2593148	732430403	PRJEB47526	SAMEA10057903	1999-04-01	Norway	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/009/ERR6722699/ERR6722699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/009/ERR6722699/ERR6722699_2.fastq.gz	236418483;282118197	518536680	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.680264		True
NOR__SAMEA10057914	BG::SAMEA10057914	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	2001-01-01	2001-12-31	year	2001			ptxP3/fim3-2	published_background_annotation_not_model_lineage	SAMEA10057914-ERR6722710	SAMEA10057914		ERR6722710	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/000/ERR6722710/ERR6722710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/000/ERR6722710/ERR6722710_2.fastq.gz	184540280;218149169	PAIRED	1861142	538903829	PRJEB47526	SAMEA10057914	2001-01-29	Norway	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/000/ERR6722710/ERR6722710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/000/ERR6722710/ERR6722710_2.fastq.gz	184540280;218149169	402689449	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.518504		True
NOR__SAMEA10057937	BG::SAMEA10057937	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	2004-01-01	2004-12-31	year	2004			ptxP1/fim3-1	published_background_annotation_not_model_lineage	SAMEA10057937-ERR6722732	SAMEA10057937		ERR6722732	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/002/ERR6722732/ERR6722732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/002/ERR6722732/ERR6722732_2.fastq.gz	90647306;114636123	PAIRED	980392	286959648	PRJEB47526	SAMEA10057937	2004-05-18	Norway	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/002/ERR6722732/ERR6722732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/002/ERR6722732/ERR6722732_2.fastq.gz	90647306;114636123	205283429	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.658243		True
NOR__SAMEA10057952	BG::SAMEA10057952	global_background	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary	NOR	Norway	Europe	2005-01-01	2005-12-31	year	2005			others	published_background_annotation_not_model_lineage	SAMEA10057952-ERR6722747	SAMEA10057952		ERR6722747	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/007/ERR6722747/ERR6722747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/007/ERR6722747/ERR6722747_2.fastq.gz	131729621;163001266	PAIRED	1486074	422204277	PRJEB47526	SAMEA10057952	2005-12-01	Norway	ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/007/ERR6722747/ERR6722747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR672/007/ERR6722747/ERR6722747_2.fastq.gz	131729621;163001266	294730887	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.678484		True
