tree_sample_id	genome_record_id	tree_role	country_iso3	epidemic_period	model_sublineage_id	primary_model_lineage_id	published_branch	published_lineage	published_sublineage	published_mt28_label	has_published_mt28_label	is_l10207	inside_published_mt28_mrca	published_annotation_source
BEL__SAMEA117989579	BEL::SAMEA117989579	focal	BEL	resurgence	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989580	BEL::SAMEA117989580	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989581	BEL::SAMEA117989581	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989582	BEL::SAMEA117989582	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989583	BEL::SAMEA117989583	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989584	BEL::SAMEA117989584	focal	BEL	resurgence	L1_01.02	L1_01.02	Branch_IIb	others			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989585	BEL::SAMEA117989585	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989586	BEL::SAMEA117989586	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989587	BEL::SAMEA117989587	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989588	BEL::SAMEA117989588	focal	BEL	resurgence	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989589	BEL::SAMEA117989589	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989590	BEL::SAMEA117989590	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989592	BEL::SAMEA117989592	focal	BEL	resurgence	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989593	BEL::SAMEA117989593	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989594	BEL::SAMEA117989594	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989595	BEL::SAMEA117989595	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989596	BEL::SAMEA117989596	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989597	BEL::SAMEA117989597	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989598	BEL::SAMEA117989598	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989599	BEL::SAMEA117989599	focal	BEL	resurgence	L1_01.02	L1_01.02	Branch_IIb	others			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989601	BEL::SAMEA117989601	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989604	BEL::SAMEA117989604	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989605	BEL::SAMEA117989605	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989606	BEL::SAMEA117989606	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989608	BEL::SAMEA117989608	focal	BEL	resurgence	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989610	BEL::SAMEA117989610	focal	BEL	resurgence	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989611	BEL::SAMEA117989611	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989612	BEL::SAMEA117989612	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989614	BEL::SAMEA117989614	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989615	BEL::SAMEA117989615	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989616	BEL::SAMEA117989616	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
BEL__SAMEA117989617	BEL::SAMEA117989617	focal	BEL	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN03249373	CHN::SAMN03249373	focal	CHN	prepandemic	L1_03.08	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN07326325	CHN::SAMN07326325	focal	CHN	prepandemic	L1_01.03	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN07329769	CHN::SAMN07329769	focal	CHN	prepandemic	L1_01.04	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN07329777	CHN::SAMN07329777	focal	CHN	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN07329779	CHN::SAMN07329779	focal	CHN	prepandemic	L1_01.04	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN07329781	CHN::SAMN07329781	focal	CHN	prepandemic	L1_01.04	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN07329782	CHN::SAMN07329782	focal	CHN	prepandemic	L1_01.04	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN07329783	CHN::SAMN07329783	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN07329787	CHN::SAMN07329787	focal	CHN	prepandemic	L1_01.04	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN07329789	CHN::SAMN07329789	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN07329790	CHN::SAMN07329790	focal	CHN	prepandemic	L1_01.03	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN07329793	CHN::SAMN07329793	focal	CHN	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN09941175	CHN::SAMN09941175	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN09947459	CHN::SAMN09947459	focal	CHN	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN09947460	CHN::SAMN09947460	focal	CHN	prepandemic	L1_01.02	L1_01.02	Branch_IIb	others			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN09947464	CHN::SAMN09947464	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN09947467	CHN::SAMN09947467	focal	CHN	prepandemic	L1_01.04	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN09947473	CHN::SAMN09947473	focal	CHN	prepandemic	L1_01.04	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN09947475	CHN::SAMN09947475	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN09947486	CHN::SAMN09947486	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN09947492	CHN::SAMN09947492	focal	CHN	prepandemic	L1_01.04	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN09947493	CHN::SAMN09947493	focal	CHN	prepandemic	L1_01.04	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN11295233	CHN::SAMN11295233	focal	CHN	prepandemic	L1_01.04	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN17613197	CHN::SAMN17613197	focal	CHN	prepandemic	L1_01.04	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN17613198	CHN::SAMN17613198	focal	CHN	prepandemic	L1_01.04	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN22233915	CHN::SAMN22233915	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN22233918	CHN::SAMN22233918	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN22233923	CHN::SAMN22233923	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN22233924	CHN::SAMN22233924	focal	CHN	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN22851881	CHN::SAMN22851881	focal	CHN	prepandemic	L1_03.08	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN32033974	CHN::SAMN32033974	focal	CHN	prepandemic	L1_01.04	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN32033981	CHN::SAMN32033981	focal	CHN	prepandemic	L1_01.03	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN32033992	CHN::SAMN32033992	focal	CHN	prepandemic	L1_01.04	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN32034035	CHN::SAMN32034035	focal	CHN	pandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN33268689	CHN::SAMN33268689	focal	CHN	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN33268690	CHN::SAMN33268690	focal	CHN	prepandemic	L1_01.03	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN39682877	CHN::SAMN39682877	focal	CHN	prepandemic	L1_01.04	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN39682878	CHN::SAMN39682878	focal	CHN	prepandemic	L1_01.04	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN39682971	CHN::SAMN39682971	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN39683154	CHN::SAMN39683154	focal	CHN	resurgence	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN39683174	CHN::SAMN39683174	focal	CHN	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN39683176	CHN::SAMN39683176	focal	CHN	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN39683227	CHN::SAMN39683227	focal	CHN	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN39683296	CHN::SAMN39683296	focal	CHN	pandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN39683299	CHN::SAMN39683299	focal	CHN	pandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN39683486	CHN::SAMN39683486	focal	CHN	prepandemic	L1_01.04	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373914	CHN::SAMN41373914	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373915	CHN::SAMN41373915	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373916	CHN::SAMN41373916	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373917	CHN::SAMN41373917	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373918	CHN::SAMN41373918	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373919	CHN::SAMN41373919	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373920	CHN::SAMN41373920	focal	CHN	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373921	CHN::SAMN41373921	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373922	CHN::SAMN41373922	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373923	CHN::SAMN41373923	focal	CHN	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373924	CHN::SAMN41373924	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373925	CHN::SAMN41373925	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373926	CHN::SAMN41373926	focal	CHN	pandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373927	CHN::SAMN41373927	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373928	CHN::SAMN41373928	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373929	CHN::SAMN41373929	focal	CHN	prepandemic	L1_01.04	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373930	CHN::SAMN41373930	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373931	CHN::SAMN41373931	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373932	CHN::SAMN41373932	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373933	CHN::SAMN41373933	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373934	CHN::SAMN41373934	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373935	CHN::SAMN41373935	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373936	CHN::SAMN41373936	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373937	CHN::SAMN41373937	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373938	CHN::SAMN41373938	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373939	CHN::SAMN41373939	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373940	CHN::SAMN41373940	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373941	CHN::SAMN41373941	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373942	CHN::SAMN41373942	focal	CHN	prepandemic	L1_01.04	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373943	CHN::SAMN41373943	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373944	CHN::SAMN41373944	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373945	CHN::SAMN41373945	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373946	CHN::SAMN41373946	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373947	CHN::SAMN41373947	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373948	CHN::SAMN41373948	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373949	CHN::SAMN41373949	focal	CHN	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373950	CHN::SAMN41373950	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373951	CHN::SAMN41373951	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373952	CHN::SAMN41373952	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373953	CHN::SAMN41373953	focal	CHN	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373954	CHN::SAMN41373954	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373955	CHN::SAMN41373955	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373956	CHN::SAMN41373956	focal	CHN	prepandemic	L1_01.04	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373957	CHN::SAMN41373957	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373958	CHN::SAMN41373958	focal	CHN	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373959	CHN::SAMN41373959	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373960	CHN::SAMN41373960	focal	CHN	prepandemic	L1_01.04	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373961	CHN::SAMN41373961	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373962	CHN::SAMN41373962	focal	CHN	prepandemic	L1_01.04	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373963	CHN::SAMN41373963	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373964	CHN::SAMN41373964	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373965	CHN::SAMN41373965	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373966	CHN::SAMN41373966	focal	CHN	prepandemic	L1_01.04	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373967	CHN::SAMN41373967	focal	CHN	prepandemic	L1_01.04	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373968	CHN::SAMN41373968	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373969	CHN::SAMN41373969	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373970	CHN::SAMN41373970	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373971	CHN::SAMN41373971	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373972	CHN::SAMN41373972	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373973	CHN::SAMN41373973	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373974	CHN::SAMN41373974	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN41373975	CHN::SAMN41373975	focal	CHN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391088	CHN::SAMN42391088	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391089	CHN::SAMN42391089	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391090	CHN::SAMN42391090	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391091	CHN::SAMN42391091	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391092	CHN::SAMN42391092	focal	CHN	pandemic	L1_01.04	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391093	CHN::SAMN42391093	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391094	CHN::SAMN42391094	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391095	CHN::SAMN42391095	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391096	CHN::SAMN42391096	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391098	CHN::SAMN42391098	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
