tree_sample_id	level 1	level 2	tree_role	country_iso3	date_lower	date_upper	date_resolution	year	month	epidemic_period	project_id	preliminary_lineage_id	model_lineage_id	model_sublineage_id	lineage_definition_method	lineage_definition_seed	lineage_definition_n_pops
AUT__SAMN15396109	2	7	global_background	AUT	2020-01-01	2020-12-31	year	2020		pandemic		MS-MT28	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
AUT__SAMN15396110	2	6	global_background	AUT	2020-01-01	2020-12-31	year	2020		pandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
AUT__SAMN15396112	2	7	global_background	AUT	2020-01-01	2020-12-31	year	2020		pandemic		MS-MT28	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BRA__SAMN05776224	2	5	global_background	BRA	2004-01-01	2004-12-31	year	2004		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BRA__SAMN05782317	2	5	global_background	BRA	2004-01-01	2004-12-31	year	2004		prepandemic		ptxP3/fim3-1	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BRA__SAMN05784484	2	5	global_background	BRA	2008-01-01	2008-12-31	year	2008		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BRA__SAMN02940632	2	5	global_background	BRA	2011-01-01	2011-12-31	year	2011		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BRA__SAMN05783037	2	5	global_background	BRA	2013-01-01	2013-12-31	year	2013		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CAN__SAMN06113467	2	6	global_background	CAN	2013-01-01	2013-12-31	year	2013		prepandemic		United States Sublineage 1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CAN__SAMN06113472	2	6	global_background	CAN	2013-01-01	2013-12-31	year	2013		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
DEU__SAMN22091640	4	12	global_background	DEU			unknown			unknown		others	L1_04	L1_04.12	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
DEU__SAMN43964887	2	5	global_background	DEU	2011-01-01	2011-12-31	year	2011		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
DNK__SAMEA3923585	3	10	global_background	DNK	1952-01-01	1952-12-31	year	1952		prepandemic		others	L1_03	L1_03.10	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
DNK__SAMEA751162	1	1	global_background	DNK	1962-01-01	1962-12-31	year	1962		prepandemic		ptxP1/fim3-1	L1_01	L1_01.01	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
DNK__SAMEA3923584	3	10	global_background	DNK	1973-01-01	1973-12-31	year	1973		prepandemic		others	L1_03	L1_03.10	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
DNK__SAMEA751164	2	5	global_background	DNK	2002-01-01	2002-12-31	year	2002		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
DNK__SAMEA8914402	2	7	global_background	DNK	2015-01-01	2015-12-31	year	2015		prepandemic		MS-MT28	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
DNK__SAMEA8914404	2	6	global_background	DNK	2015-01-01	2015-12-31	year	2015		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
DNK__SAMEA8914415	2	5	global_background	DNK	2015-01-01	2015-12-31	year	2015		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
DNK__SAMEA8914405	2	6	global_background	DNK	2016-01-01	2016-12-31	year	2016		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
DNK__SAMEA8914410	2	7	global_background	DNK	2016-01-01	2016-12-31	year	2016		prepandemic		MS-MT28	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ESP__SAMN16378546	1	1	global_background	ESP	1989-01-01	1989-12-31	year	1989		prepandemic		ptxP1/fim3-1	L1_01	L1_01.01	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ESP__SAMN16378544	2	5	global_background	ESP	1996-01-01	1996-12-31	year	1996		prepandemic		ptxP3/fim3-1	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ESP__SAMN16378549	2	5	global_background	ESP	1999-01-01	1999-12-31	year	1999		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ESP__SAMN16378550	2	5	global_background	ESP	1999-01-01	1999-12-31	year	1999		prepandemic		ptxP1/fim3-1	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ESP__SAMN16378551	2	5	global_background	ESP	1999-01-01	1999-12-31	year	1999		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ESP__SAMN16378322	2	5	global_background	ESP	2000-01-01	2000-12-31	year	2000		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ESP__SAMN16378558	2	6	global_background	ESP	2008-01-01	2008-12-31	year	2008		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ESP__SAMN16378352	2	5	global_background	ESP	2009-01-01	2009-12-31	year	2009		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ESP__SAMN16378570	2	6	global_background	ESP	2009-01-01	2009-12-31	year	2009		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ESP__SAMN16378565	2	5	global_background	ESP	2010-01-01	2010-12-31	year	2010		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ESP__SAMN16378366	2	5	global_background	ESP	2011-01-01	2011-12-31	year	2011		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ESP__SAMN16378393	2	6	global_background	ESP	2012-01-01	2012-12-31	year	2012		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ESP__SAMN16378592	2	6	global_background	ESP	2012-01-01	2012-12-31	year	2012		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ESP__SAMEA8914418	1	1	global_background	ESP	2014-01-01	2014-12-31	year	2014		prepandemic		ptxP1/fim3-1	L1_01	L1_01.01	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ESP__SAMN16378404	1	1	global_background	ESP	2014-01-01	2014-12-31	year	2014		prepandemic		ptxP1/fim3-1	L1_01	L1_01.01	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ESP__SAMEA8914438	2	5	global_background	ESP	2016-01-01	2016-12-31	year	2016		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ESP__SAMN16378420	2	5	global_background	ESP	2016-01-01	2016-12-31	year	2016		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ESP__SAMN16378598	2	6	global_background	ESP	2017-01-01	2017-12-31	year	2017		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ESP__SAMN16378425	2	6	global_background	ESP	2018-01-01	2018-12-31	year	2018		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ESP__SAMN40551704	2	6	global_background	ESP	2024-01-01	2024-12-31	year	2024		resurgence		Europe sublineage 1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ESP__SAMN40551705	2	6	global_background	ESP	2024-01-01	2024-12-31	year	2024		resurgence		Europe sublineage 1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FIN__SAMEA751152	2	5	global_background	FIN	1999-01-01	1999-12-31	year	1999		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FIN__SAMEA8914452	2	6	global_background	FIN	2014-01-01	2014-12-31	year	2014		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FIN__SAMEA8914453	2	5	global_background	FIN	2014-01-01	2014-12-31	year	2014		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FIN__SAMEA8914454	2	6	global_background	FIN	2014-01-01	2014-12-31	year	2014		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FIN__SAMEA8914458	2	6	global_background	FIN	2015-01-01	2015-12-31	year	2015		prepandemic		United States Sublineage 1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FIN__SAMEA8914464	2	5	global_background	FIN	2016-01-01	2016-12-31	year	2016		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FIN__SAMEA8914470	2	7	global_background	FIN	2016-01-01	2016-12-31	year	2016		prepandemic		MS-MT28	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FIN__SAMEA8914471	2	7	global_background	FIN	2016-01-01	2016-12-31	year	2016		prepandemic		MS-MT28	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FIN__SAMEA8914472	2	6	global_background	FIN	2016-01-01	2016-12-31	year	2016		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FIN__SAMEA8914474	2	5	global_background	FIN	2016-01-01	2016-12-31	year	2016		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
FIN__SAMEA8914475	2	6	global_background	FIN	2016-01-01	2016-12-31	year	2016		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
GTM__SAMN08395632	2	6	global_background	GTM	2014-01-01	2014-12-31	year	2014		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
GTM__SAMN08395634	2	6	global_background	GTM	2014-01-01	2014-12-31	year	2014		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
HTI__SAMN08524449	2	5	global_background	HTI	2014-01-01	2014-12-31	year	2014		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
IND__SAMN10525643	3	9	global_background	IND	1977-01-01	1977-12-31	year	1977		prepandemic		ptxP1/fim3-1	L1_03	L1_03.09	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
IND__SAMN10457989	1	2	global_background	IND	2017-01-01	2017-12-31	year	2017		prepandemic		others	L1_01	L1_01.02	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
IND__SAMN19416301	3	9	global_background	IND	2018-01-01	2018-12-31	year	2018		prepandemic		ptxP1/fim3-1	L1_03	L1_03.09	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
IND__SAMN19416302	3	8	global_background	IND	2018-01-01	2018-12-31	year	2018		prepandemic		ptxP1/fim3-1	L1_03	L1_03.08	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
IND__SAMN19416303	3	10	global_background	IND	2019-01-01	2019-12-31	year	2019		prepandemic		others	L1_03	L1_03.10	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
IND__SAMN19416304	2	6	global_background	IND	2019-01-01	2019-12-31	year	2019		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
IRL__SAMEA8914479	2	5	global_background	IRL	2014-01-01	2014-12-31	year	2014		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
IRL__SAMEA8914484	2	6	global_background	IRL	2014-01-01	2014-12-31	year	2014		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
IRL__SAMEA8914485	2	6	global_background	IRL	2014-01-01	2014-12-31	year	2014		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
IRL__SAMEA8914488	2	5	global_background	IRL	2015-01-01	2015-12-31	year	2015		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
IRL__SAMEA8914497	2	6	global_background	IRL	2016-01-01	2016-12-31	year	2016		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
IRL__SAMEA8914500	2	6	global_background	IRL	2016-01-01	2016-12-31	year	2016		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
IRL__SAMEA8914501	2	5	global_background	IRL	2016-01-01	2016-12-31	year	2016		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
IRL__SAMEA8914503	2	7	global_background	IRL	2016-01-01	2016-12-31	year	2016		prepandemic		MS-MT28	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
IRL__SAMEA8914514	2	7	global_background	IRL	2016-01-01	2016-12-31	year	2016		prepandemic		MS-MT28	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
IRN__SAMN12675034	2	5	global_background	IRN	2012-01-01	2012-12-31	year	2012		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
IRN__SAMN12675035	2	5	global_background	IRN	2012-01-01	2012-12-31	year	2012		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
IRN__SAMN12675064	2	5	global_background	IRN	2015-01-01	2015-12-31	year	2015		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
IRN__SAMN12675069	3	9	global_background	IRN	2015-01-01	2015-12-31	year	2015		prepandemic		ptxP1/fim3-1	L1_03	L1_03.09	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
IRN__SAMN12675070	3	9	global_background	IRN	2015-01-01	2015-12-31	year	2015		prepandemic		ptxP1/fim3-1	L1_03	L1_03.09	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
IRN__SAMN12675071	2	5	global_background	IRN	2015-01-01	2015-12-31	year	2015		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
IRN__SAMN12675072	4	12	global_background	IRN	2015-01-01	2015-12-31	year	2015		prepandemic		others	L1_04	L1_04.12	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
IRN__SAMN12675074	2	6	global_background	IRN	2016-01-01	2016-12-31	year	2016		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
IRN__SAMN12675075	1	2	global_background	IRN	2016-01-01	2016-12-31	year	2016		prepandemic		others	L1_01	L1_01.02	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ISR__SAMN05908234	2	6	global_background	ISR			unknown			unknown		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ISR__SAMN05908228	2	6	global_background	ISR	2007-01-01	2007-12-31	year	2007		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ISR__SAMN05908230	2	6	global_background	ISR	2007-01-01	2007-12-31	year	2007		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ISR__SAMN05908227	2	5	global_background	ISR	2008-01-01	2008-12-31	year	2008		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ISR__SAMN05908236	2	5	global_background	ISR	2008-01-01	2008-12-31	year	2008		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ISR__SAMN05908237	2	5	global_background	ISR	2009-01-01	2009-12-31	year	2009		prepandemic		ptxP1/fim3-1	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ISR__SAMN05908238	2	6	global_background	ISR	2011-01-01	2011-12-31	year	2011		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ITA__SAMEA751497	2	5	global_background	ITA	1994-01-01	1994-12-31	year	1994		prepandemic		ptxP1/fim3-1	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ITA__SAMEA8914521	2	5	global_background	ITA	2014-01-01	2014-12-31	year	2014		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ITA__SAMEA8914539	2	5	global_background	ITA	2014-01-01	2014-12-31	year	2014		prepandemic		ptxP1/fim3-1	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ITA__SAMEA8914541	2	6	global_background	ITA	2014-01-01	2014-12-31	year	2014		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ITA__SAMN03784877	2	5	global_background	ITA	2014-01-01	2014-12-31	year	2014		prepandemic		ptxP3/fim3-1	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ITA__SAMEA8914518	2	5	global_background	ITA	2015-01-01	2015-12-31	year	2015		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ITA__SAMEA8914529	2	6	global_background	ITA	2016-01-01	2016-12-31	year	2016		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
ITA__SAMEA8914531	2	6	global_background	ITA	2016-01-01	2016-12-31	year	2016		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
KEN__SAMEA1931748	3	11	global_background	KEN	1975-01-01	1975-12-31	year	1975		prepandemic		others	L1_03	L1_03.11	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
MEX__SAMN07362432	2	5	global_background	MEX	2008-01-01	2008-12-31	year	2008		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
MEX__SAMN07362433	2	5	global_background	MEX	2009-01-01	2009-12-31	year	2009		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
MEX__SAMN07362434	2	6	global_background	MEX	2012-01-01	2012-12-31	year	2012		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
MEX__SAMN07362435	2	6	global_background	MEX	2014-01-01	2014-12-31	year	2014		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
NLD__SAMEA751360	3	11	global_background	NLD	1977-01-01	1977-12-31	year	1977		prepandemic		others	L1_03	L1_03.11	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
NLD__SAMN03566780	2	5	global_background	NLD	1999-01-01	1999-12-31	year	1999		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
NLD__SAMN03566781	2	5	global_background	NLD	1999-01-01	1999-12-31	year	1999		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
NLD__SAMN03566785	2	6	global_background	NLD	2010-01-01	2010-12-31	year	2010		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
NLD__SAMN03566787	2	6	global_background	NLD	2012-01-01	2012-12-31	year	2012		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
NLD__SAMEA8914547	2	5	global_background	NLD	2014-01-01	2014-12-31	year	2014		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
NLD__SAMEA8914556	2	6	global_background	NLD	2015-01-01	2015-12-31	year	2015		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
NLD__SAMEA8914562	2	5	global_background	NLD	2015-01-01	2015-12-31	year	2015		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
NLD__SAMEA8914566	2	6	global_background	NLD	2016-01-01	2016-12-31	year	2016		prepandemic		ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
NLD__SAMEA8914568	2	5	global_background	NLD	2016-01-01	2016-12-31	year	2016		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
NOR__SAMEA10057869	2	5	global_background	NOR	1996-01-01	1996-12-31	year	1996		prepandemic		ptxP3/fim3-1	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
NOR__SAMEA10057881	2	5	global_background	NOR	1997-01-01	1997-12-31	year	1997		prepandemic		ptxP1/fim3-1	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
NOR__SAMEA10057882	2	5	global_background	NOR	1997-01-01	1997-12-31	year	1997		prepandemic		ptxP1/fim3-1	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
NOR__SAMEA10057895	2	5	global_background	NOR	1998-01-01	1998-12-31	year	1998		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
NOR__SAMEA10057896	2	5	global_background	NOR	1999-01-01	1999-12-31	year	1999		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
NOR__SAMEA10057903	2	5	global_background	NOR	1999-01-01	1999-12-31	year	1999		prepandemic		ptxP3/fim3-1	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
NOR__SAMEA10057914	2	5	global_background	NOR	2001-01-01	2001-12-31	year	2001		prepandemic		ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
NOR__SAMEA10057937	1	1	global_background	NOR	2004-01-01	2004-12-31	year	2004		prepandemic		ptxP1/fim3-1	L1_01	L1_01.01	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
